Products,Price($),URL
GIGABYTE AORUS GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080AORUSX WB-12GD,2722,https://www.newegg.ca/gigabyte-geforce-rtx-3080-gv-n3080aorusx-wb-12gd/p/N82E16814932504?Description=3080&cm_re=3080-_-9SIAPBWH9T3009-_-Product
GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUS M-12GD,2734,https://www.newegg.ca/p/1FT-000A-00254?Description=3080&cm_re=3080-_-9SIAPBWFD56610-_-Product
MSI Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti Ventus 3X 12G OC and Intel Core i7-11700K - Core i7 11th Gen Rocket Lake 8-Core 3.6 GHz LGA 1200 125W Intel UHD Graphics 750 Desktop Processor - BX8070811,2774,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4452857
ASUS TUF Gaming GeForce RTX 3080 TUF-RTX3080-O10G-GAMING Video Card,2785,https://www.newegg.ca/asus-geforce-rtx-3080-tuf-rtx3080-o10g-gaming/p/N82E16814126452?Description=3080&cm_re=3080-_-9SIB9SAH477990-_-Product
AX GEFORCE RTX 3080 Ti X3W (LHR) Video Card12GB 384-bit GDDR6XPCI Express 4.01×HDMI Interface 3×DisplayPort Interface,2799,https://www.newegg.ca/p/1FT-0040-00139?Description=3080&cm_re=3080-_-9SIADDZGR11358-_-Product
MSI Gaming GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 GAMING Z TRIO 12G LHR and AMD Ryzen 9 5900X - Ryzen 9 5000 Series Vermeer (Zen 3) 12-Core 3.7 GHz Socket AM4 105W Desktop Processor - 100-100000061WOF and MSI M,2803,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4456515
ZOTAC AMP Holo GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card ZT-A30810F-10P and Intel Core i7-11700K - Core i7 11th Gen Rocket Lake 8-Core 3.6 GHz LGA 1200 125W Intel UHD Graphics 750 Desktop Processor - BX8070811700K and ASRoc,2818,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4405019
MSI Suprim GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card RTX 3080 SUPRIM 10G,2828,https://www.newegg.ca/msi-geforce-rtx-3080-rtx-3080-suprim-10g/p/N82E16814137634?Description=3080&cm_re=3080-_-9SIB9SAH477986-_-Product
MSI Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 3080 Ti Ventus 3X 12G OC,2849,https://www.newegg.ca/p/1FT-0009-006C5?Description=3080&cm_re=3080-_-1FT-0009-006C5-_-Product
GIGABYTE Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TGAMING OC-12GD and GIGABYTE X570 AORUS ELITE WIFI AM4 AMD X570 SATA 6Gb/s ATX AMD Motherboard and AMD Ryzen 7 5800X - Ryzen 7 5000 Series Vermeer (Zen 3),2861,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4445538
GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TAORUSX WB-12GD,2895,https://www.newegg.ca/gigabyte-geforce-rtx-3080-ti-gv-n308taorusx-wb-12gd/p/N82E16814932463?Description=3080&cm_re=3080-_-14-932-463-_-Product
ASUS Gaming Desktop ROG Strix G35DX-DHR780 Ryzen 7 5000 Series 5800X (3.80GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 10 Home 64-bit,2899,https://www.newegg.ca/asus-g35dx-dhr780-rog-strix/p/N82E16883221694R?Description=3080&cm_re=3080-_-83-221-694R-_-Product
GDDR6X Asus ROG STRIX RTX3080 O10G GAMING Graphics GeForce RTX 3080 Video Card RTX 3080 Graphics,2899,https://www.newegg.ca/p/1FT-000Y-006U5?Description=3080&cm_re=3080-_-9SIB517HD44728-_-Product
MSI Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3080 Ti Gaming X Trio 12G,2899,https://www.newegg.ca/p/1FT-0009-006C7?Description=3080&cm_re=3080-_-1FT-0009-006C7-_-Product
LEADTEK GeForce RTX 3080 Ti LIFE ES (LHR) Video Card12GB 384-bit GDDR6XPCI Express 4.01×HDMI2.1 Interface 3×DisplayPort1.4a Interface,2899,https://www.newegg.ca/p/1FT-0040-00135?Description=3080&cm_re=3080-_-9SIADDZGR11528-_-Product
GEFORCE RTX 3080 Ice Dragon Super Edition 10G GDDR6X Graphics Card (LHR Version),2899,https://www.newegg.ca/p/1FT-0040-000K2?Description=3080&cm_re=3080-_-9SIADDZFD51070-_-Product
GAINWARD GeForce RTX 3080 Ti chasing the wind Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 3080 Ti Gaming X Trio 12G,2899,https://www.newegg.ca/gainward-ga102-225/p/27N-0075-00014?Description=3080&cm_re=3080-_-27N-0075-00014-_-Product
RTX 3080 Ti Gaming X Trio 12GB,2899,https://www.newegg.ca/p/1FT-0009-008F4?Description=3080&cm_re=3080-_-9SIB518HCJ2710-_-Product
GEFORCE RTX 3080 XingjiHongjue Graphics Card 10GB 320-bit GDDR6X PCI Express 4.0 x16,2919,https://www.newegg.ca/p/1FT-0040-000R0?Description=3080&cm_re=3080-_-9SIADDZFD50915-_-Product
ASUS TUF Gaming GeForce RTX 3080 Ti OC Edition Graphics Card (PCIe 4.0 12GB GDDR6X HDMI 2.1 DisplayPort 1.4a Dual Ball Fan Bearings) TUF-RTX3080TI-O12G-GAMING,2930,https://www.newegg.ca/p/1FT-000Y-00614?Description=3080&cm_re=3080-_-1FT-000Y-00614-_-Product
ASUS TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3080TI-O12G-GAMING and Intel Core i9-11900K - Core i9 11th Gen Rocket Lake 8-Core 3.5 GHz LGA 1200 125W Intel UHD Graphics 750 Desktop Processor - BX807081190,2964,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4420236
ASUS TUF Gaming NVIDIA GeForce RTX 3080 Ti OC Edition Graphics Card (PCIe 4.0 12GB GDDR6X HDMI,2970,https://www.newegg.ca/p/1FT-000Y-006N3?Description=3080&cm_re=3080-_-9SIB517HBX0451-_-Product
ASUS ROG STRIX GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-LC-RTX3080TI-O12G-GAMING and ASUS ROG Thor 1200 80+ Platinum 1200W Fully Modular RGB Power Supply with LIVEDASH OLED Panel and 10 Year Warranty,2974,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4405083
GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TAORUSX W-12GD,2982,https://www.newegg.ca/gigabyte-geforce-rtx-3080-ti-gv-n308taorusx-w-12gd/p/N82E16814932462?Description=3080&cm_re=3080-_-14-932-462-_-Product
GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TEAGLE-12GD,2987,https://www.newegg.ca/gigabyte-geforce-rtx-3080-ti-gv-n308teagle-12gd/p/N82E16814932439?Description=3080&cm_re=3080-_-14-932-439-_-Product
MSI Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti Ventus 3X 12G OC and AMD Ryzen 9 5950X - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.4 GHz Socket AM4 105W Desktop Processor - 100-100000059WOF and MSI,2992,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4441697
GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TAORUS X-12GD,2998,https://www.newegg.ca/gigabyte-geforce-rtx-3080-ti-xtreme-12g/p/N82E16814932440?Description=3080&cm_re=3080-_-14-932-440-_-Product
MSI Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3080 Ti Gaming Trio 12G,2998,https://www.newegg.ca/p/1FT-0009-006G8?Description=3080&cm_re=3080-_-1FT-0009-006G8-_-Product
ABS Gladiator Gaming PC - Windows 10 Home - Intel i7 11700KF - GeForce RTX 3080 - G.Skill TridentZ RGB 16GB DDR4 3200MHz - 1TB Intel M.2 NVMe SSD,2999,https://www.newegg.ca/abs-ali602/p/N82E16883360267?Description=3080&cm_re=3080-_-83-360-267-_-Product
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR ZT-A30800F-10PLHR,3019,https://www.newegg.ca/p/1FT-00EK-00003?Description=3080&cm_re=3080-_-9SIB9SAH475810-_-Product
ASUS TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3080TI-12G-GAMING and ASUS ROG Crosshair VIII Dark Hero AM4 AMD X570S SATA 6Gb/s ATX AMD Motherboard,3053,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4431199
GDDR6X Gigabyte GeForce RTX 3080 Ti GAMING OC 12G RTX 3080 Ti Gaming Graphics Card 19000MHz,3064,https://www.newegg.ca/p/1FT-000A-003N4?Description=3080&cm_re=3080-_-9SIB42GHD94860-_-Product
GEFORCE RTX 3080 ICHILL X4 LHR 8G GDDR6X PCI Express 4.0 x16 Graphics Card,3069,https://www.newegg.ca/p/1FT-0040-000M8?Description=3080&cm_re=3080-_-9SIADDZFD51037-_-Product
ASUS ROG Balteus Gaming Mouse Pad (NH02) 15-Zone Aura Sync Portrait Hard and ABS Gladiator Gaming PC - Windows 10 Home - Intel i7 11700KF - GeForce RTX 3080 - G.Skill TridentZ RGB 16GB DDR4 3200MHz - 1TB Intel M.2 NVMe SSD,3069,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4484486
CORN iGame GeForce RTX 3080 Advanced OC 10G LHR-V Graphics Card,3099,https://www.newegg.ca/corn-rtx-3080-oc-10g-lhr-v/p/1FT-0040-000K6?Description=3080&cm_re=3080-_-9SIADDZFD51072-_-Product
GAINWARD GeForce RTX 3080 Ti glare OC Edition Gaming Graphics Card (PCIe 4.0 12GB GDDR6X HDMI 2.1 384bit1695MHz),3099,https://www.newegg.ca/gainward-ga102-225/p/27N-0075-00016?Description=3080&cm_re=3080-_-27N-0075-00016-_-Product
ASUS ROG Strix NVIDIA GeForce RTX 3080 Ti OC Edition Gaming Graphics Card (PCIe 4.0 12GB GDDR6X,3111,https://www.newegg.ca/p/1FT-000Y-006N1?Description=3080&cm_re=3080-_-9SIB517HBX0465-_-Product
GDDR6X Gigabyte GeForce RTX 3080 Ti VISION OC 12G LHR Gaming Graphics Card RTX 3080Ti Video Card,3118,https://www.newegg.ca/p/1FT-000A-003V9?Description=3080&cm_re=3080-_-9SIB42GHD96747-_-Product
GDDR6X Gigabyte AORUS GeForce RTX 3080 MASTER 10G LHR Graphics Card 320bit RTX 3080 Gaming Video,3128,https://www.newegg.ca/p/1FT-000A-003X2?Description=3080&cm_re=3080-_-9SIB42GHD96723-_-Product
GIGABYTE AORUS GeForce RTX 3080 Ti Master 12G Graphics Card Max Covered Cooling 12GB 384-bit,3188,https://www.newegg.ca/p/1FT-000A-003J5?Description=3080&cm_re=3080-_-9SIB42GHCD1962-_-Product
GIGABYTE Gaming GeForce RTX 3080 GAMING OC WATERFORCE WB 10GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N3080GAMINGOC WB-10GD,3189,https://www.newegg.ca/gigabyte-geforce-rtx-3080-gv-n3080gamingoc-wb-10gd/p/N82E16814932424?Description=3080&cm_re=3080-_-9SIAHEBG0C5575-_-Product
GIGABYTE AORUS GeForce RTX 3080 XTREME WATERFORCE 10GB Video Card GV-N3080AORUSX W-10GDNOT LHR,3191,https://www.newegg.ca/p/1FT-000A-002D2?Description=3080&cm_re=3080-_-1FT-000A-002D2-_-Product
GIGABYTE AORUS Nvidia GeForce RTX 3080 Ti 12G NVIDIA Graphics,3199,https://www.newegg.ca/p/1FT-000A-003T0?Description=3080&cm_re=3080-_-9SIB42GHD95297-_-Product
MSI Suprim GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti SUPRIM X 12G and MSI MAG X570 TOMAHAWK WIFI AM4 AMD X570 SATA 6Gb/s ATX AMD Motherboard and AMD Ryzen 9 5900X - Ryzen 9 5000 Series Vermeer (Zen 3) 12-Cor,3204,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4471461
GIGABYTE AORUS GeForce RTX 3080 XTREME 10GB Video Card GV-N3080AORUS X-10GDNOT LHR,3299,https://www.newegg.ca/p/1FT-000A-002D9?Description=3080&cm_re=3080-_-9SIADDZFG03141-_-Product
ASUS ROG Strix NVIDIA GeForce RTX 3080 Ti OC Edition Gaming Graphics Card (PCIe 4.0 12GB GDDR6X HDMI 2.1 Axial-tech Fan Design 2.9-Slot Super Alloy Power II ASUS Auto-Extreme Technology) and Intel Core i9-11900K - Core i9 11th Gen Rocket La,3414,https://www.newegg.ca/Product/ComboDealDetails?ItemList=Combo.4420234
ZOTAC GAMING GeForce RTX 3080 AMP Holo 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 Gaming Graphics Card HoloBlack IceStorm 2.0 Advanced Cooling SPECTRA 2.0 RGB Lighting ZT-A30800F-10P,3479,https://www.newegg.ca/zotac-geforce-rtx-3080-zt-a3080f-10p/p/N82E16814500513?Description=3080&cm_re=3080-_-14-500-513-_-Product
MSI Ventus GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card RTX 3080 VENTUS 3X 10G OC,3489,https://www.newegg.ca/p/1FT-0009-006D8?Description=3080&cm_re=3080-_-1FT-0009-006D8-_-Product
ASUS Gaming Desktop G35CG-DBI780 Intel Core i7 11th Gen 11700KF (3.60GHz) 16GB DDR4 2 TB HDD 512 GB PCIe SSD NVIDIA GeForce RTX 3080 Windows 10 Home 64-bit,3499,https://www.newegg.ca/asus-g35cg-dbi780/p/N82E16883221705?Description=3080&cm_re=3080-_-83-221-705-_-Product
IPASON - Gaming PC - AMD Ryzen 7 5800X 3.80GHz - NVIDIA GeForce RTX 3080 - 32GB(16*2) DDR4 3200MHz - 1TB NVMe - 800W Gold PSU - 240MM AIO - 11AC WiFi - Windows 10 pro 64-bit - Gaming desktop,3509,https://www.newegg.ca/p/3D5-001U-00103?Description=3080&cm_re=3080-_-3D5-001U-00103-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8Ghz 8-Core Processor 16GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 240GB SSD 2TB HDD WiFi Windows 11 Home 64-bit,3576,https://www.newegg.ca/clx-tgmsetrtm0b03bm/p/3D5-000B-001T6?Description=3080&cm_re=3080-_-9SIACY7F5G3918-_-Product
MSI Gaming Desktop MEG Trident X 11TE-1871US Intel Core i7 11th Gen 11700K (3.60GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 10 Home 64-bit,3599,https://www.newegg.ca/msi-meg-trident-x-11te-1871us/p/N82E16883152820?Description=3080&cm_re=3080-_-83-152-820-_-Product
GAINWARD GeForce RTX 3080 Ti Star pole Blue Jazz OCEdition Gaming Graphics Card (PCIe 4.0 12GB GDDR6X HDMI 2.1 384bit1695MHz),3599,https://www.newegg.ca/gainward-bule-jazz/p/27N-0075-00015?Description=3080&cm_re=3080-_-27N-0075-00015-_-Product
ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3080-O10G-GAMINGNot LHR. Do not lock hashrate,3600,https://www.newegg.ca/p/1FT-000Y-00625?Description=3080&cm_re=3080-_-9SIB2K2GPN8674-_-Product
GIGABYTE AORUS GeForce RTX 3080 XTREME WATERFORCE 10GB Video Card GV-N3080AORUSX W-10GD,3629,https://www.newegg.ca/gigabyte-geforce-rtx-3080-gv-n3080aorusx-w-10gd/p/N82E16814932372?Description=3080&cm_re=3080-_-9SIAHEBFRN0902-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700 Processor 16GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 240 GB SSD 2 TB HDD WiFi Windows 11 Home 64-bit,3665,https://www.newegg.ca/clx-tgmsetrth0920bm/p/3D5-000B-00176?Description=3080&cm_re=3080-_-9SIACY7FH99031-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 9900KF 3.6Ghz 8-Core Processor 16GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 480GB SSD 2TB HDD WiFi Windows 11 Home 64-bit,3665,https://www.newegg.ca/clx-tgmsetrth0a25bm/p/3D5-000B-001M5?Description=3080&cm_re=3080-_-9SIACY7F6J8623-_-Product
Skytech PRISM II Gaming PC Desktop - AMD Ryzen 7 5800X RTX 3080 10GB GDDR6X 16GB DDR4 3200 1TB Gen4 SSD RGB Fans AC Wi-Fi Windows 10 Home 64-bit Black,3699,https://www.newegg.ca/skytech-st-prism2-0282-b-ne-prism-ii/p/N82E16883289215?Description=3080&cm_re=3080-_-83-289-215-_-Product
GEFORCE RTX 3080 Ti Chasing The Wind 12G Graphics Card (LHR version),3699,https://www.newegg.ca/p/1FT-0040-000K7?Description=3080&cm_re=3080-_-9SIADDZFD51035-_-Product
GEFORCE RTX 3080 ICHILL FROSTBITE 10G GDDR6X PCI Express 4.0 x16 Graphics Card Split Water Cooling RGB Lighting Effect Metal Backplane,3699,https://www.newegg.ca/p/1FT-0040-000N0?Description=3080&cm_re=3080-_-9SIADDZFD51014-_-Product
CLX SET Gaming Desktop - AMD Ryzen 7 3700X Processor 16GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 240 GB SSD 2 TB HDD WiFi Windows 11 Home 64-bit,3717,https://www.newegg.ca/clx-tgmsetrth0900bm/p/3D5-000B-00140?Description=3080&cm_re=3080-_-9SIACY7FH99019-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700KF Processor 16GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 240 GB SSD 2 TB HDD WiFi Windows 11 Home 64-bit,3731,https://www.newegg.ca/clx-tgmsetrth0921bm/p/3D5-000B-00180?Description=3080&cm_re=3080-_-9SIACY7F5G3920-_-Product
CORN GeForce RTX 3080 Ti NB-V 12GB Graphics Card,3749,https://www.newegg.ca/corn-rtx-3080-ti-nb-v/p/1FT-0040-000S1?Description=3080&cm_re=3080-_-9SIADDZFD50913-_-Product
CORN GeForce RTX 3080Ti-12G6X X-GAMING OC Graphics Card LHR,3789,https://www.newegg.ca/corn-rtx-3080-ti-oc/p/1FT-0040-000M3?Description=3080&cm_re=3080-_-9SIADDZFD51018-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7Ghz 12-Core Processor 16GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 240GB SSD 2TB HDD WiFi Windows 11 Home 64-bit,3794,https://www.newegg.ca/clx-tgmsetrth0b04bm/p/3D5-000B-001N2?Description=3080&cm_re=3080-_-9SIACY7F5G3921-_-Product
2021 Newst ASUS TUF Gaming NVIDIA GeForce RTX 3080 OC Edition Graphics Card- PCIe 4.0 10GB GDDR6X,3801,https://www.newegg.ca/p/1FT-000Y-006S1?Description=3080&cm_re=3080-_-9SIB517HCK3974-_-Product
CORN iGame GeForce RTX 3080 Neptune OC 10G-V Graphics Card,3819,https://www.newegg.ca/corn-rtx-3080-oc-10g-lhr-v/p/1FT-0040-000R7?Description=3080&cm_re=3080-_-9SIADDZFD50936-_-Product
ASUS TUF Gaming NVIDIA GeForce RTX 3080 Ti Graphics Card (PCIe 4.0 12GB GDDR6X HDMI 2.1 DisplayPort 1.4a Dual Ball Fan Bearings Military-grade Certification) TUF-RTX3080TI-12G-GAMING,3834,https://www.newegg.ca/p/1FT-000Y-005V9?Description=3080&cm_re=3080-_-1FT-000Y-005V9-_-Product
CLX SET Gaming Desktop - AMD Ryzen 9 3900X Processor 16GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 240 GB SSD 2 TB HDD WiFi Windows 11 Home 64-bit,3835,https://www.newegg.ca/clx-tgmsetrth0902bm/p/3D5-000B-00150?Description=3080&cm_re=3080-_-9SIACY7F5G3898-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700 Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 480 GB SSD 3 TB HDD WiFi Windows 11 Home 64-bit,3847,https://www.newegg.ca/clx-tgmsetrth0923bm/p/3D5-000B-00144?Description=3080&cm_re=3080-_-9SIACY7FH99039-_-Product
CORN GeForce RTX 3080 Ti 12GB 1695MHz OC[FG] Graphics Card - GA102-225(LHR),3859,https://www.newegg.ca/corn-rtx-3080-oc-fg/p/1FT-0040-000V8?Description=3080&cm_re=3080-_-9SIADDZFED8025-_-Product
MSI Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 3080 Ti Gaming X Trio 12G,3874,https://www.newegg.ca/msi-gaming-geforce-rtx-3080-ti-12gb-gddr6x-pci-express-4-0-video-card-rtx-3080-ti-gaming-x-trio-12g/p/1FT-0009-00708?Description=3080&cm_re=3080-_-9SIB9SAH475688-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10900KF 3.7GHz 10-Core Processor 16GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 480GB SSD 2TB HDD WiFi Windows 11 Home,3885,https://www.newegg.ca/clx-tgmsetrth0a26bm/p/3D5-000B-001M3?Description=3080&cm_re=3080-_-9SIACY7F6J8625-_-Product
CLX SET Gaming Desktop - Intel Core i9 10850K Processor 16GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 480 GB SSD 2 TB HDD WiFi Windows 11 Home 64-bit,3898,https://www.newegg.ca/clx-tgmsetrth0927bm/p/3D5-000B-00196?Description=3080&cm_re=3080-_-9SIACY7F5G3931-_-Product
EVGA GeForce RTX 3080 Ti FTW3 ULTRA GAMING Video Card 12G-P5-3967-KR 12GB GDDR6X iCX3 Technology ARGB LED Metal Backplate,3899,https://www.newegg.ca/evga-geforce-rtx-3080-ti-ftw3-ultra/p/1FT-0009-00712?Description=3080&cm_re=3080-_-1FT-0009-00712-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700KF Processor 32GB DDR4 Memory GeForce RTX 3080 Graphics 480 GB SSD 3 TB HDD WiFi Windows 11 Home 64-bit,3912,https://www.newegg.ca/clx-tgmsetrth0924bm/p/3D5-000B-00148?Description=3080&cm_re=3080-_-9SIACY7F5G3924-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8Ghz 8-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 480GB SSD 3TB HDD WiFi Windows 11 Home 64-bit,3937,https://www.newegg.ca/clx-tgmsetrtm0b09bm/p/3D5-000B-001P9?Description=3080&cm_re=3080-_-9SIACY7F5G3933-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 9900KF 3.6Ghz 8-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 960GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,3938,https://www.newegg.ca/clx-tgmsetrth0a18br/p/3D5-000B-001J8?Description=3080&cm_re=3080-_-9SIACY7F6J8622-_-Product
CLX SET Gaming Desktop - Intel Core i7 10700KF Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 960 GB SSD 4 TB HDD WiFi Windows 11 Home,4041,https://www.newegg.ca/clx-tgmsetrth0925br/p/3D5-000B-00152?Description=3080&cm_re=3080-_-9SIACY7F5G3927-_-Product
GEFORCE RTX 3080 TI ICHILL X4 12G GDDR6X PCI Express 4.0 x16 Graphics Card,4049,https://www.newegg.ca/p/1FT-0040-000M9?Description=3080&cm_re=3080-_-9SIADDZFD51025-_-Product
GEFORCE RTX3080 Ti Glare OC 12G GDDR6X Graphics Card,4049,https://www.newegg.ca/p/1FT-0040-000M5?Description=3080&cm_re=3080-_-9SIADDZFD51059-_-Product
ASUS ROG STRIX NVIDIA GeForce RTX 3080 GUNDAM EDITION Graphics Card (Limited Edition PCIe 4.0 10GB GDDR6X HDMI 2.1 DisplayPort 1.4a Axial-tech Fan Design 2.9-slot Super Alloy Power II),4099,https://www.newegg.ca/asus-rog-strix-nvidia-geforce-rtx-3080-gundam-edition/p/N82E16814126506?Description=3080&cm_re=3080-_-14-126-506-_-Product
CORN RTX 3080Ti-12G6X Apocalypse OC Graphics Card Lite Hash Rate,4129,https://www.newegg.ca/corn-rtx-3080-ti-oc/p/1FT-0040-000M6?Description=3080&cm_re=3080-_-9SIADDZFD51052-_-Product
MSI Gaming Desktop Aegis RS 11TF-223US Intel Core i7 11th Gen 11700K (3.60 GHz) 32 GB DDR4 2 TB HDD 2 TB PCIe Gen3 SSD NVIDIA GeForce RTX 3080 Ti Windows 10 Home 64-bit,4149,https://www.newegg.ca/msi-aegis-rs-11tf-223us/p/N82E16883152859?Description=3080&cm_re=3080-_-83-152-859-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 480GB SSD 3TB HDD WiFi Windows 11 Home 64-bit,4155,https://www.newegg.ca/clx-tgmsetrth0b10bm/p/3D5-000B-001R3?Description=3080&cm_re=3080-_-9SIACY7F5G3936-_-Product
IPASON - Gaming PC - AMD Ryzen 7 5800X 3.80GHz - NVIDIA GeForce RTX 3080 Ti - 32GB(16*2) DDR4 3200MHz - 1TB NVMe - 800W Gold PSU - 240MM AIO - 11AC WiFi - Windows 10 pro 64-bit - Gaming desktop,4159,https://www.newegg.ca/p/3D5-001U-00101?Description=3080&cm_re=3080-_-9SIAU20H439691-_-Product
CLX SET Gaming Desktop - Intel Core i9 10850K Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 960 GB SSD 4 TB HDD WiFi Windows 11 Home 64-bit,4181,https://www.newegg.ca/clx-tgmsetrth0926br/p/3D5-000B-00194?Description=3080&cm_re=3080-_-9SIACY7F5G3929-_-Product
MSI Gaming GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 3080 Gaming Z Trio,4181,https://www.newegg.ca/p/1FT-0009-008F1?Description=3080&cm_re=3080-_-9SIB518HCJ2614-_-Product
CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7Ghz 12-Core Processor 32GB DDR4 Memory GeForce RTX 3080 10GB GDDR6X Graphics 960GB SSD 4TB HDD WiFi Windows 11 Home 64-bit,4209,https://www.newegg.ca/clx-tgmsetrth0b17br/p/3D5-000B-001T8?Description=3080&cm_re=3080-_-9SIACY7F5G3932-_-Product
CLX SET Gaming Desktop - AMD Ryzen 9 3900X Processor 32GB DDR4 Memory NVIDIA GeForce RTX 3080 Graphics 960 GB SSD 4 TB HDD WiFi Windows 11 Home 64-bit,4221,https://www.newegg.ca/clx-tgmsetrth0908br/p/3D5-000B-00173?Description=3080&cm_re=3080-_-9SIACY7F5G3919-_-Product
CORN iGame GeForce RTX 3080 Ti Advanced OC-V 12GB Graphics Card,4239,https://www.newegg.ca/corn-rtx-3080-ti-advanced-oc/p/1FT-0040-000K5?Description=3080&cm_re=3080-_-9SIADDZFD51077-_-Product
